t1,value,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
79.0,1460369.0,71.0,73.0,77.0,73.0,72.0,75.0,75.0,74.0,73.0,73.0
79.0,1497639.0,76.0,75.0,79.0,75.0,76.0,78.0,77.0,75.0,77.0,77.0
80.0,1538712.0,79.0,75.0,80.0,76.0,79.0,81.0,80.0,78.0,79.0,80.0
79.0,1565612.0,80.0,76.0,79.0,75.0,79.0,83.0,80.0,79.0,80.0,82.0
78.0,1586777.0,81.0,74.0,81.0,73.0,80.0,81.0,82.0,78.0,81.0,82.0
78.0,1618400.0,80.0,74.0,79.0,73.0,80.0,80.0,81.0,78.0,81.0,82.0
74.0,1625455.0,79.0,73.0,77.0,72.0,78.0,78.0,79.0,76.0,80.0,80.0
72.0,1637890.0,69.0,71.0,72.0,71.0,71.0,73.0,72.0,70.0,72.0,72.0
72.0,1679527.0,64.0,70.0,69.0,69.0,68.0,68.0,66.0,63.0,67.0,66.0
71.0,1658968.0,60.0,69.0,68.0,69.0,66.0,66.0,64.0,61.0,65.0,60.0
69.0,1588065.0,56.0,67.0,65.0,67.0,63.0,64.0,63.0,60.0,63.0,57.0
69.0,1403870.0,56.0,65.0,64.0,66.0,61.0,65.0,61.0,58.0,61.0,57.0
67.0,1244484.0,56.0,65.0,63.0,64.0,61.0,64.0,61.0,57.0,60.0,54.0
67.0,1137413.0,54.0,65.0,63.0,64.0,60.0,63.0,58.0,57.0,58.0,52.0
67.0,1084526.0,56.0,67.0,63.0,64.0,62.0,63.0,58.0,57.0,59.0,51.0
69.0,1051689.0,52.0,67.0,63.0,65.0,59.0,63.0,58.0,57.0,57.0,49.0
72.0,1046928.0,53.0,67.0,64.0,67.0,61.0,64.0,59.0,57.0,58.0,49.0
72.0,1080980.0,55.0,67.0,65.0,67.0,63.0,63.0,63.0,59.0,60.0,47.0
72.0,1192762.0,56.0,67.0,67.0,67.0,63.0,63.0,64.0,59.0,61.0,47.0
72.0,1419485.0,54.0,67.0,68.0,67.0,61.0,63.0,64.0,60.0,62.0,48.0
72.0,1488809.0,55.0,67.0,69.0,67.0,62.0,63.0,64.0,60.0,62.0,49.0
73.0,1446762.0,60.0,68.0,71.0,68.0,64.0,68.0,66.0,63.0,65.0,54.0
76.0,1440323.0,64.0,70.0,73.0,71.0,67.0,70.0,68.0,64.0,67.0,61.0
78.0,1458802.0,69.0,71.0,76.0,72.0,69.0,72.0,71.0,70.0,70.0,69.0
79.0,1467467.0,73.0,76.0,78.0,74.0,72.0,75.0,73.0,73.0,73.0,73.0
80.0,1500840.0,75.0,76.0,80.0,77.0,73.0,75.0,74.0,74.0,74.0,75.0
78.0,1533897.0,77.0,76.0,81.0,76.0,76.0,77.0,76.0,75.0,77.0,77.0
80.0,1530127.0,79.0,77.0,81.0,77.0,78.0,78.0,79.0,76.0,79.0,79.0
78.0,1521308.0,80.0,76.0,80.0,76.0,79.0,79.0,79.0,76.0,78.0,80.0
77.0,1521066.0,79.0,75.0,80.0,76.0,77.0,78.0,80.0,74.0,78.0,78.0
75.0,1563036.0,78.0,74.0,78.0,73.0,77.0,76.0,77.0,74.0,76.0,77.0
73.0,1619071.0,73.0,70.0,74.0,69.0,73.0,74.0,74.0,72.0,74.0,73.0
73.0,1674245.0,70.0,67.0,73.0,67.0,72.0,73.0,72.0,71.0,72.0,70.0
73.0,1700464.0,70.0,67.0,73.0,66.0,72.0,73.0,72.0,70.0,72.0,70.0
73.0,1633606.0,68.0,66.0,73.0,65.0,71.0,72.0,72.0,69.0,70.0,68.0
73.0,1455490.0,67.0,66.0,73.0,63.0,71.0,71.0,72.0,69.0,71.0,67.0
73.0,1295864.0,65.0,64.0,72.0,63.0,70.0,70.0,72.0,68.0,70.0,66.0
73.0,1193526.0,64.0,65.0,72.0,62.0,70.0,71.0,72.0,68.0,70.0,64.0
73.0,1141723.0,64.0,63.0,72.0,62.0,70.0,71.0,72.0,67.0,70.0,65.0
72.0,1105280.0,63.0,64.0,72.0,58.0,70.0,71.0,72.0,67.0,70.0,65.0
73.0,1105005.0,63.0,64.0,73.0,60.0,70.0,70.0,72.0,66.0,70.0,64.0
73.0,1139171.0,62.0,63.0,72.0,57.0,70.0,70.0,72.0,66.0,70.0,64.0
72.0,1249295.0,62.0,62.0,72.0,57.0,70.0,70.0,72.0,66.0,70.0,63.0
72.0,1467921.0,62.0,62.0,72.0,59.0,70.0,69.0,72.0,66.0,70.0,63.0
73.0,1543088.0,62.0,64.0,73.0,62.0,70.0,69.0,72.0,66.0,71.0,64.0
75.0,1481714.0,64.0,67.0,75.0,67.0,71.0,70.0,73.0,66.0,71.0,66.0
78.0,1504195.0,67.0,70.0,77.0,70.0,72.0,72.0,75.0,66.0,72.0,70.0
76.0,1536720.0,71.0,71.0,78.0,72.0,74.0,74.0,78.0,69.0,74.0,73.0
78.0,1565875.0,71.0,74.0,81.0,74.0,75.0,75.0,80.0,72.0,76.0,74.0
78.0,1592637.0,73.0,75.0,82.0,76.0,76.0,77.0,82.0,74.0,77.0,77.0
76.0,1634487.0,74.0,75.0,84.0,77.0,77.0,79.0,82.0,75.0,78.0,77.0
78.0,1671224.0,74.0,76.0,83.0,79.0,78.0,79.0,82.0,76.0,78.0,79.0
75.0,1625111.0,74.0,76.0,81.0,76.0,77.0,79.0,81.0,75.0,78.0,77.0
75.0,1620725.0,74.0,77.0,80.0,74.0,75.0,79.0,81.0,75.0,77.0,75.0
75.0,1644259.0,73.0,75.0,77.0,73.0,74.0,77.0,79.0,75.0,76.0,75.0
73.0,1704132.0,71.0,70.0,75.0,69.0,72.0,75.0,74.0,72.0,73.0,73.0
73.0,1736133.0,70.0,66.0,74.0,67.0,71.0,72.0,73.0,67.0,72.0,72.0
73.0,1738879.0,68.0,66.0,73.0,67.0,71.0,69.0,73.0,66.0,71.0,66.0
73.0,1634477.0,67.0,68.0,73.0,65.0,70.0,68.0,73.0,64.0,71.0,68.0
73.0,1481736.0,66.0,67.0,73.0,65.0,70.0,68.0,72.0,64.0,70.0,66.0
73.0,1331184.0,66.0,68.0,72.0,66.0,71.0,67.0,72.0,63.0,71.0,64.0
73.0,1218677.0,65.0,64.0,72.0,65.0,71.0,67.0,72.0,63.0,71.0,64.0
73.0,1161713.0,64.0,66.0,72.0,64.0,70.0,66.0,72.0,64.0,71.0,64.0
73.0,1131347.0,64.0,67.0,71.0,64.0,70.0,67.0,72.0,64.0,71.0,63.0
74.0,1126751.0,64.0,68.0,71.0,68.0,70.0,68.0,72.0,64.0,71.0,63.0
73.0,1152088.0,63.0,70.0,72.0,68.0,70.0,68.0,72.0,64.0,71.0,61.0
74.0,1271585.0,63.0,70.0,72.0,69.0,70.0,69.0,72.0,65.0,71.0,61.0
74.0,1483874.0,63.0,70.0,72.0,69.0,70.0,69.0,72.0,65.0,71.0,61.0
73.0,1562345.0,63.0,70.0,73.0,70.0,70.0,70.0,73.0,66.0,71.0,63.0
75.0,1511997.0,66.0,71.0,75.0,72.0,71.0,72.0,75.0,68.0,71.0,66.0
79.0,1522427.0,71.0,74.0,79.0,72.0,73.0,74.0,77.0,71.0,73.0,72.0
81.0,1551429.0,72.0,76.0,81.0,74.0,76.0,76.0,81.0,72.0,76.0,73.0
81.0,1578157.0,74.0,77.0,83.0,76.0,78.0,79.0,84.0,73.0,78.0,74.0
82.0,1605315.0,75.0,78.0,85.0,77.0,78.0,83.0,84.0,76.0,80.0,76.0
82.0,1611576.0,76.0,80.0,84.0,73.0,79.0,81.0,84.0,78.0,80.0,79.0
83.0,1597081.0,77.0,81.0,85.0,77.0,80.0,81.0,83.0,78.0,81.0,79.0
81.0,1599311.0,78.0,81.0,83.0,79.0,80.0,83.0,83.0,79.0,80.0,79.0
80.0,1659903.0,77.0,79.0,82.0,79.0,79.0,81.0,83.0,78.0,79.0,79.0
78.0,1680914.0,75.0,77.0,80.0,77.0,77.0,81.0,80.0,76.0,78.0,75.0
75.0,1753691.0,73.0,72.0,78.0,74.0,74.0,78.0,78.0,74.0,75.0,74.0
75.0,1773235.0,71.0,72.0,77.0,72.0,74.0,75.0,78.0,72.0,75.0,72.0
76.0,1799540.0,70.0,70.0,76.0,71.0,73.0,74.0,76.0,71.0,74.0,71.0
75.0,1719498.0,70.0,70.0,76.0,69.0,72.0,73.0,75.0,71.0,73.0,71.0
75.0,1552772.0,69.0,70.0,75.0,69.0,72.0,73.0,75.0,70.0,73.0,70.0
76.0,1391825.0,70.0,69.0,75.0,70.0,72.0,72.0,73.0,70.0,72.0,72.0
75.0,1266660.0,69.0,70.0,75.0,69.0,72.0,72.0,73.0,70.0,72.0,71.0
75.0,1204340.0,69.0,71.0,74.0,70.0,72.0,73.0,74.0,71.0,72.0,71.0
75.0,1175907.0,68.0,71.0,74.0,71.0,71.0,73.0,74.0,71.0,72.0,71.0
75.0,1166927.0,68.0,71.0,73.0,71.0,70.0,73.0,72.0,71.0,71.0,69.0
75.0,1181513.0,68.0,72.0,73.0,71.0,70.0,73.0,72.0,71.0,71.0,69.0
77.0,1279486.0,68.0,72.0,73.0,72.0,70.0,73.0,73.0,71.0,71.0,69.0
76.0,1501077.0,68.0,72.0,73.0,72.0,70.0,73.0,72.0,70.0,71.0,69.0
75.0,1597890.0,68.0,73.0,75.0,73.0,70.0,73.0,72.0,71.0,71.0,69.0
78.0,1578550.0,68.0,74.0,76.0,74.0,71.0,72.0,73.0,70.0,72.0,69.0
79.0,1595078.0,69.0,76.0,78.0,75.0,71.0,74.0,75.0,71.0,72.0,70.0
80.0,1616776.0,71.0,77.0,78.0,77.0,72.0,76.0,77.0,72.0,73.0,71.0
80.0,1620694.0,71.0,78.0,78.0,79.0,71.0,76.0,77.0,72.0,73.0,71.0
80.0,1616514.0,72.0,79.0,74.0,79.0,72.0,76.0,73.0,73.0,72.0,72.0
79.0,1601268.0,72.0,79.0,74.0,80.0,72.0,75.0,73.0,73.0,72.0,72.0
79.0,1600418.0,73.0,77.0,76.0,79.0,72.0,72.0,73.0,71.0,73.0,73.0
78.0,1591421.0,73.0,77.0,75.0,76.0,72.0,72.0,74.0,71.0,73.0,72.0
78.0,1618392.0,72.0,76.0,73.0,76.0,72.0,73.0,73.0,71.0,73.0,72.0
76.0,1646090.0,72.0,75.0,73.0,76.0,73.0,73.0,73.0,71.0,73.0,72.0
76.0,1689837.0,71.0,74.0,73.0,75.0,73.0,72.0,73.0,71.0,73.0,71.0
76.0,1728679.0,71.0,74.0,73.0,74.0,73.0,72.0,73.0,71.0,73.0,71.0
76.0,1693344.0,71.0,74.0,73.0,76.0,73.0,72.0,73.0,71.0,73.0,71.0
73.0,1619783.0,70.0,74.0,74.0,76.0,73.0,73.0,73.0,71.0,74.0,70.0
75.0,1520966.0,70.0,74.0,74.0,75.0,72.0,73.0,73.0,71.0,73.0,70.0
75.0,1388454.0,69.0,74.0,74.0,74.0,72.0,73.0,73.0,71.0,73.0,69.0
75.0,1283214.0,69.0,74.0,74.0,74.0,72.0,73.0,74.0,71.0,74.0,69.0
76.0,1205387.0,68.0,74.0,74.0,74.0,72.0,73.0,73.0,71.0,73.0,69.0
78.0,1170554.0,68.0,74.0,75.0,72.0,72.0,73.0,74.0,71.0,73.0,68.0
75.0,1145923.0,68.0,75.0,75.0,73.0,72.0,73.0,75.0,71.0,73.0,68.0
75.0,1146507.0,67.0,73.0,75.0,75.0,72.0,73.0,74.0,71.0,73.0,68.0
75.0,1186754.0,67.0,74.0,75.0,76.0,72.0,74.0,75.0,71.0,73.0,68.0
76.0,1253308.0,66.0,74.0,75.0,74.0,72.0,74.0,75.0,71.0,73.0,68.0
76.0,1344657.0,66.0,75.0,75.0,74.0,72.0,74.0,75.0,71.0,73.0,68.0
75.0,1467063.0,66.0,74.0,75.0,74.0,72.0,74.0,75.0,71.0,73.0,69.0
75.0,1594724.0,66.0,74.0,75.0,75.0,72.0,75.0,75.0,71.0,73.0,69.0
77.0,1646519.0,67.0,75.0,75.0,75.0,73.0,75.0,75.0,71.0,73.0,69.0
77.0,1639660.0,67.0,75.0,75.0,76.0,73.0,75.0,75.0,71.0,73.0,68.0
77.0,1603915.0,68.0,75.0,74.0,76.0,74.0,75.0,75.0,71.0,74.0,68.0
76.0,1586174.0,69.0,75.0,73.0,75.0,75.0,75.0,74.0,71.0,75.0,67.0
76.0,1545123.0,69.0,75.0,73.0,75.0,76.0,74.0,76.0,69.0,77.0,67.0
76.0,1527469.0,69.0,75.0,76.0,76.0,77.0,72.0,78.0,68.0,78.0,65.0
73.0,1527009.0,68.0,73.0,78.0,75.0,74.0,71.0,79.0,66.0,75.0,66.0
74.0,1545156.0,66.0,68.0,77.0,73.0,73.0,69.0,77.0,64.0,74.0,64.0
73.0,1561882.0,65.0,68.0,76.0,72.0,72.0,66.0,75.0,63.0,73.0,63.0
73.0,1582102.0,64.0,67.0,75.0,72.0,71.0,65.0,73.0,62.0,71.0,61.0
73.0,1551620.0,64.0,67.0,75.0,70.0,70.0,64.0,69.0,61.0,70.0,61.0
74.0,1452201.0,63.0,65.0,72.0,68.0,69.0,64.0,66.0,61.0,69.0,61.0
71.0,1342458.0,62.0,62.0,69.0,64.0,67.0,63.0,65.0,60.0,68.0,60.0
67.0,1214673.0,62.0,61.0,66.0,62.0,66.0,62.0,65.0,59.0,67.0,60.0
65.0,1099972.0,61.0,60.0,65.0,60.0,65.0,61.0,63.0,59.0,65.0,60.0
65.0,1025475.0,61.0,60.0,63.0,60.0,64.0,61.0,63.0,58.0,65.0,60.0
65.0,988691.0,61.0,58.0,63.0,58.0,63.0,61.0,63.0,58.0,64.0,60.0
65.0,961928.0,60.0,58.0,62.0,58.0,63.0,61.0,62.0,57.0,63.0,59.0
65.0,956725.0,59.0,58.0,62.0,58.0,62.0,59.0,62.0,56.0,63.0,59.0
64.0,975466.0,59.0,57.0,62.0,56.0,62.0,59.0,61.0,56.0,62.0,59.0
64.0,1025323.0,59.0,56.0,61.0,56.0,61.0,59.0,60.0,56.0,62.0,59.0
64.0,1126494.0,59.0,56.0,61.0,56.0,62.0,60.0,60.0,56.0,62.0,59.0
64.0,1276760.0,59.0,56.0,62.0,56.0,62.0,63.0,62.0,59.0,63.0,59.0
64.0,1355387.0,60.0,57.0,62.0,57.0,62.0,63.0,63.0,61.0,63.0,61.0
64.0,1364662.0,60.0,58.0,63.0,58.0,62.0,64.0,63.0,62.0,63.0,62.0
65.0,1352319.0,62.0,59.0,64.0,59.0,63.0,65.0,66.0,63.0,64.0,63.0
65.0,1343380.0,64.0,60.0,64.0,62.0,64.0,65.0,68.0,64.0,65.0,64.0
66.0,1330113.0,65.0,61.0,64.0,62.0,64.0,66.0,66.0,64.0,65.0,65.0
66.0,1312056.0,65.0,62.0,65.0,62.0,64.0,66.0,65.0,64.0,65.0,66.0
66.0,1308819.0,67.0,62.0,65.0,62.0,65.0,65.0,64.0,64.0,65.0,67.0
66.0,1325533.0,66.0,62.0,65.0,62.0,64.0,65.0,64.0,63.0,65.0,65.0
66.0,1379907.0,65.0,61.0,65.0,62.0,64.0,64.0,64.0,63.0,65.0,65.0
65.0,1433188.0,63.0,61.0,64.0,61.0,63.0,64.0,64.0,62.0,64.0,62.0
65.0,1506838.0,62.0,61.0,64.0,61.0,63.0,63.0,64.0,61.0,64.0,62.0
65.0,1490453.0,61.0,61.0,64.0,61.0,63.0,63.0,63.0,60.0,63.0,61.0
65.0,1400966.0,60.0,61.0,64.0,61.0,63.0,63.0,63.0,60.0,63.0,61.0
65.0,1269702.0,60.0,61.0,63.0,62.0,62.0,63.0,62.0,60.0,63.0,61.0
65.0,1149260.0,60.0,60.0,63.0,62.0,62.0,63.0,62.0,60.0,62.0,61.0
64.0,1047296.0,60.0,61.0,63.0,62.0,62.0,61.0,62.0,58.0,62.0,60.0
65.0,996821.0,58.0,61.0,63.0,62.0,60.0,61.0,62.0,58.0,61.0,60.0
65.0,983291.0,58.0,61.0,63.0,61.0,60.0,61.0,62.0,58.0,61.0,57.0
65.0,984527.0,58.0,60.0,63.0,61.0,60.0,61.0,61.0,57.0,61.0,58.0
65.0,1016316.0,57.0,61.0,63.0,62.0,60.0,61.0,61.0,57.0,61.0,57.0
65.0,1116847.0,57.0,60.0,63.0,62.0,59.0,61.0,61.0,57.0,60.0,57.0
65.0,1322970.0,56.0,60.0,63.0,62.0,59.0,61.0,61.0,57.0,60.0,56.0
65.0,1412976.0,56.0,60.0,63.0,63.0,59.0,61.0,62.0,57.0,60.0,56.0
65.0,1404872.0,57.0,61.0,63.0,63.0,59.0,61.0,62.0,58.0,61.0,58.0
65.0,1430364.0,58.0,62.0,64.0,64.0,61.0,63.0,64.0,60.0,62.0,58.0
67.0,1443903.0,60.0,63.0,66.0,64.0,61.0,65.0,66.0,62.0,63.0,61.0
68.0,1444303.0,62.0,64.0,67.0,64.0,62.0,66.0,66.0,64.0,63.0,64.0
68.0,1429635.0,64.0,65.0,67.0,65.0,63.0,70.0,67.0,65.0,64.0,66.0
70.0,1417606.0,66.0,65.0,69.0,65.0,64.0,70.0,69.0,66.0,65.0,67.0
71.0,1409243.0,67.0,65.0,68.0,65.0,64.0,70.0,69.0,67.0,65.0,67.0
71.0,1415895.0,67.0,65.0,68.0,65.0,64.0,70.0,68.0,67.0,65.0,67.0
70.0,1444375.0,66.0,64.0,68.0,65.0,64.0,69.0,69.0,66.0,66.0,67.0
70.0,1491057.0,65.0,64.0,68.0,64.0,64.0,68.0,69.0,65.0,66.0,66.0
69.0,1581506.0,65.0,64.0,67.0,64.0,63.0,67.0,67.0,65.0,65.0,65.0
67.0,1631622.0,64.0,64.0,67.0,64.0,63.0,66.0,66.0,64.0,64.0,64.0
67.0,1605659.0,64.0,64.0,67.0,64.0,63.0,65.0,66.0,64.0,64.0,64.0
67.0,1504562.0,63.0,64.0,67.0,63.0,63.0,64.0,64.0,62.0,63.0,63.0
67.0,1355047.0,62.0,63.0,67.0,63.0,63.0,64.0,64.0,62.0,63.0,63.0
67.0,1211344.0,62.0,63.0,67.0,62.0,63.0,64.0,64.0,62.0,63.0,61.0
67.0,1118900.0,62.0,63.0,67.0,62.0,63.0,64.0,64.0,62.0,63.0,61.0
67.0,1058615.0,62.0,63.0,67.0,62.0,63.0,64.0,64.0,62.0,63.0,62.0
67.0,1026679.0,62.0,63.0,67.0,62.0,63.0,64.0,64.0,62.0,63.0,62.0
65.0,1023769.0,62.0,63.0,67.0,62.0,63.0,64.0,64.0,62.0,63.0,62.0
65.0,1055160.0,62.0,63.0,66.0,62.0,63.0,64.0,64.0,61.0,63.0,62.0
65.0,1168754.0,61.0,62.0,66.0,62.0,62.0,63.0,64.0,60.0,63.0,61.0
65.0,1395534.0,61.0,62.0,66.0,62.0,62.0,63.0,64.0,60.0,63.0,61.0
65.0,1466051.0,61.0,62.0,66.0,62.0,62.0,63.0,64.0,60.0,63.0,61.0
67.0,1421714.0,61.0,62.0,66.0,62.0,62.0,63.0,64.0,61.0,62.0,61.0
67.0,1415935.0,62.0,63.0,66.0,62.0,63.0,63.0,64.0,62.0,63.0,62.0
68.0,1417993.0,63.0,63.0,67.0,64.0,64.0,65.0,66.0,62.0,64.0,64.0
68.0,1416093.0,65.0,65.0,69.0,65.0,65.0,65.0,66.0,62.0,65.0,64.0
69.0,1409736.0,65.0,64.0,70.0,64.0,66.0,66.0,68.0,63.0,67.0,64.0
70.0,1403759.0,65.0,64.0,70.0,64.0,67.0,65.0,68.0,63.0,67.0,66.0
69.0,1388230.0,67.0,65.0,70.0,64.0,68.0,65.0,67.0,63.0,67.0,67.0
68.0,1392986.0,68.0,65.0,70.0,65.0,68.0,65.0,68.0,63.0,67.0,68.0
67.0,1423776.0,68.0,64.0,70.0,65.0,67.0,65.0,66.0,63.0,66.0,67.0
67.0,1496610.0,66.0,64.0,68.0,65.0,65.0,64.0,66.0,63.0,66.0,66.0
67.0,1581921.0,64.0,64.0,67.0,64.0,63.0,64.0,64.0,62.0,64.0,64.0
67.0,1630618.0,63.0,64.0,66.0,64.0,63.0,64.0,64.0,62.0,64.0,64.0
66.0,1577724.0,63.0,64.0,65.0,64.0,63.0,64.0,64.0,62.0,64.0,63.0
66.0,1493805.0,62.0,64.0,65.0,64.0,63.0,64.0,64.0,62.0,63.0,63.0
66.0,1335610.0,62.0,64.0,65.0,64.0,63.0,63.0,64.0,62.0,63.0,62.0
65.0,1196965.0,62.0,63.0,65.0,64.0,63.0,63.0,64.0,62.0,63.0,62.0
65.0,1083069.0,61.0,63.0,65.0,62.0,63.0,63.0,64.0,60.0,63.0,62.0
65.0,1043685.0,60.0,63.0,65.0,62.0,62.0,63.0,64.0,60.0,63.0,61.0
65.0,1018493.0,60.0,62.0,64.0,62.0,61.0,63.0,64.0,60.0,62.0,61.0
65.0,1024760.0,60.0,62.0,64.0,62.0,61.0,63.0,64.0,60.0,62.0,61.0
65.0,1058143.0,60.0,62.0,64.0,61.0,61.0,63.0,64.0,60.0,62.0,60.0
65.0,1181052.0,59.0,61.0,64.0,60.0,61.0,63.0,64.0,60.0,62.0,60.0
65.0,1377119.0,58.0,60.0,64.0,60.0,61.0,63.0,63.0,60.0,62.0,59.0
65.0,1449853.0,58.0,61.0,64.0,60.0,61.0,63.0,63.0,60.0,62.0,59.0
65.0,1397618.0,59.0,61.0,65.0,61.0,62.0,63.0,64.0,60.0,63.0,60.0
65.0,1378896.0,60.0,62.0,65.0,62.0,63.0,63.0,64.0,62.0,63.0,60.0
66.0,1377657.0,63.0,62.0,66.0,62.0,63.0,64.0,66.0,62.0,64.0,63.0
66.0,1372193.0,65.0,63.0,67.0,62.0,64.0,64.0,66.0,63.0,65.0,64.0
68.0,1367018.0,66.0,63.0,69.0,62.0,64.0,66.0,68.0,64.0,65.0,65.0
68.0,1348986.0,66.0,62.0,68.0,60.0,65.0,68.0,69.0,64.0,66.0,65.0
69.0,1351970.0,67.0,62.0,69.0,59.0,65.0,66.0,69.0,64.0,66.0,66.0
66.0,1365766.0,67.0,61.0,68.0,58.0,66.0,66.0,69.0,64.0,66.0,65.0
65.0,1409157.0,66.0,60.0,67.0,58.0,65.0,65.0,67.0,63.0,66.0,65.0
65.0,1471113.0,65.0,58.0,65.0,57.0,64.0,64.0,65.0,62.0,65.0,64.0
64.0,1564141.0,63.0,57.0,65.0,57.0,64.0,63.0,65.0,61.0,65.0,64.0
64.0,1614426.0,63.0,57.0,63.0,57.0,64.0,63.0,63.0,61.0,64.0,63.0
62.0,1579003.0,62.0,58.0,63.0,58.0,63.0,63.0,63.0,60.0,63.0,61.0
63.0,1473312.0,61.0,57.0,63.0,58.0,63.0,61.0,63.0,59.0,63.0,60.0
63.0,1336589.0,60.0,57.0,63.0,58.0,62.0,61.0,62.0,58.0,63.0,60.0
63.0,1199721.0,60.0,57.0,62.0,59.0,62.0,59.0,62.0,56.0,63.0,60.0
62.0,1098696.0,59.0,57.0,61.0,60.0,61.0,59.0,62.0,56.0,62.0,58.0
62.0,1061083.0,58.0,57.0,60.0,60.0,61.0,57.0,61.0,56.0,62.0,56.0
61.0,1035827.0,57.0,57.0,60.0,61.0,60.0,57.0,60.0,56.0,61.0,55.0
61.0,1033592.0,55.0,59.0,59.0,62.0,59.0,58.0,60.0,56.0,60.0,56.0
62.0,1067464.0,55.0,59.0,59.0,64.0,58.0,57.0,60.0,56.0,58.0,56.0
62.0,1180504.0,55.0,60.0,58.0,64.0,57.0,57.0,58.0,56.0,57.0,56.0
62.0,1408929.0,56.0,60.0,58.0,64.0,57.0,57.0,58.0,56.0,57.0,55.0
62.0,1490709.0,57.0,60.0,58.0,64.0,57.0,58.0,58.0,56.0,58.0,56.0
63.0,1423612.0,58.0,62.0,59.0,65.0,58.0,59.0,60.0,57.0,60.0,56.0
63.0,1401742.0,61.0,63.0,60.0,65.0,61.0,60.0,61.0,59.0,62.0,58.0
64.0,1401223.0,64.0,64.0,61.0,66.0,63.0,61.0,62.0,61.0,64.0,59.0
65.0,1389052.0,65.0,66.0,63.0,67.0,65.0,63.0,63.0,61.0,65.0,61.0
67.0,1372979.0,68.0,66.0,63.0,67.0,66.0,61.0,63.0,62.0,66.0,63.0
68.0,1368438.0,69.0,66.0,63.0,66.0,67.0,63.0,62.0,63.0,68.0,66.0
68.0,1351242.0,71.0,66.0,62.0,67.0,69.0,63.0,63.0,63.0,70.0,66.0
68.0,1372042.0,71.0,65.0,62.0,67.0,69.0,63.0,63.0,64.0,70.0,65.0
68.0,1408069.0,71.0,66.0,62.0,67.0,69.0,63.0,63.0,63.0,70.0,65.0
68.0,1463750.0,68.0,65.0,62.0,66.0,68.0,63.0,63.0,63.0,69.0,64.0
67.0,1521705.0,63.0,65.0,62.0,65.0,64.0,63.0,63.0,61.0,65.0,61.0
67.0,1615241.0,64.0,64.0,62.0,65.0,64.0,63.0,63.0,60.0,65.0,61.0
67.0,1586531.0,63.0,64.0,62.0,64.0,63.0,63.0,63.0,61.0,64.0,59.0
67.0,1487570.0,61.0,63.0,63.0,64.0,62.0,61.0,63.0,61.0,63.0,61.0
65.0,1349827.0,60.0,63.0,63.0,63.0,61.0,61.0,62.0,61.0,62.0,60.0
65.0,1207232.0,59.0,62.0,63.0,63.0,60.0,61.0,62.0,60.0,60.0,60.0
65.0,1108112.0,57.0,62.0,62.0,64.0,60.0,61.0,62.0,60.0,59.0,60.0
65.0,1061974.0,57.0,62.0,62.0,63.0,60.0,61.0,62.0,59.0,59.0,58.0
64.0,1041094.0,57.0,63.0,62.0,65.0,60.0,61.0,62.0,59.0,61.0,59.0
64.0,1034784.0,57.0,64.0,62.0,63.0,59.0,61.0,62.0,59.0,60.0,58.0
64.0,1069810.0,57.0,63.0,62.0,62.0,59.0,61.0,62.0,59.0,60.0,58.0
64.0,1182125.0,58.0,62.0,62.0,62.0,60.0,61.0,62.0,59.0,61.0,59.0
64.0,1405419.0,57.0,62.0,62.0,62.0,60.0,61.0,62.0,59.0,62.0,58.0
64.0,1475828.0,58.0,62.0,62.0,62.0,61.0,63.0,62.0,61.0,62.0,60.0
64.0,1421658.0,60.0,63.0,63.0,62.0,62.0,63.0,63.0,61.0,63.0,60.0
65.0,1418366.0,63.0,63.0,64.0,62.0,65.0,64.0,65.0,64.0,65.0,62.0
65.0,1423585.0,65.0,63.0,66.0,63.0,67.0,66.0,68.0,67.0,69.0,63.0
66.0,1391451.0,66.0,64.0,67.0,65.0,69.0,68.0,69.0,68.0,71.0,65.0
67.0,1359432.0,66.0,66.0,68.0,65.0,71.0,71.0,71.0,70.0,72.0,65.0
69.0,1361448.0,68.0,67.0,69.0,66.0,73.0,72.0,73.0,72.0,74.0,68.0
69.0,1359267.0,67.0,68.0,71.0,67.0,73.0,73.0,73.0,70.0,74.0,68.0
69.0,1358693.0,67.0,69.0,71.0,67.0,73.0,72.0,73.0,70.0,74.0,69.0
69.0,1386400.0,68.0,68.0,71.0,66.0,72.0,71.0,73.0,70.0,73.0,66.0
69.0,1401483.0,66.0,67.0,71.0,65.0,70.0,71.0,72.0,67.0,71.0,65.0
69.0,1437604.0,63.0,66.0,68.0,65.0,68.0,67.0,71.0,64.0,70.0,63.0
67.0,1493118.0,62.0,65.0,67.0,64.0,68.0,67.0,70.0,64.0,68.0,61.0
68.0,1472216.0,59.0,66.0,67.0,64.0,65.0,67.0,69.0,63.0,65.0,61.0
68.0,1418850.0,61.0,65.0,67.0,64.0,64.0,65.0,69.0,63.0,64.0,58.0
67.0,1318788.0,56.0,65.0,66.0,64.0,61.0,64.0,66.0,63.0,60.0,56.0
67.0,1197090.0,56.0,65.0,65.0,64.0,59.0,63.0,64.0,63.0,59.0,56.0
67.0,1100245.0,55.0,65.0,64.0,64.0,58.0,62.0,63.0,57.0,57.0,54.0
67.0,1034456.0,53.0,64.0,63.0,64.0,56.0,57.0,61.0,55.0,56.0,54.0
